timestamp,cnt
1619255100,6.9253261044e+04
1619255400,5.4400968641e+04
1619255700,6.4589883721e+04
1619256000,6.7141515337e+04
1619256300,5.5775905405e+04
1619256600,6.8595483051e+04
1619256900,5.6922942761e+04
1619257200,6.4704258900e+04
1619257500,6.6401523364e+04
1619257800,6.7799666667e+04
1619258100,6.9786920530e+04
1619258400,6.6541684982e+04
1619258700,8.8146809249e+04
1619259000,6.0119206897e+04
1619259300,6.1918657143e+04
1619259600,6.8135947566e+04
1619259900,6.8107098182e+04
1619260200,1.3259776984e+05
1619260500,6.1743385185e+04
1619260800,5.4289185897e+04
1619261100,7.3700179245e+04
1619261400,6.3791900709e+04
1619261700,6.0511055944e+04
1619262000,5.9989827815e+04
1619262300,7.8912450867e+04
1619262600,5.5028689420e+04
1619262900,5.8162297101e+04
1619263200,6.6456832669e+04
1619263500,1.1951629004e+05
1619263800,6.8342006780e+04
1619264100,6.6531424603e+04
1619264400,6.2706521236e+04
1619264700,6.4221574468e+04
1619265000,6.0432578947e+04
1619265300,6.4897040956e+04
1619265600,6.3058090301e+04
1619265900,8.7385687023e+04
1619266200,5.7039313333e+04
1619266500,6.5477076923e+04
1619266800,7.2006277108e+04
1619267100,7.1455149020e+04
1619267400,7.4691590909e+04
1619267700,6.2602745020e+04
1619268000,7.6520711382e+04
1619268300,7.0763539267e+04
1619268600,5.7567176829e+04
1619268900,4.9171685015e+04
1619269200,8.1722293023e+04
1619269500,5.9638258993e+04
1619269800,5.2121464789e+04
1619270100,5.9943455782e+04
1619270400,6.8694393443e+04
1619270700,5.7866710526e+04
1619271000,6.1480383178e+04
1619271300,7.5486411765e+04
1619271600,6.9781169935e+04
1619271900,5.3556307143e+04
1619272200,1.1266795614e+05
1619272500,5.3434384342e+04
1619272800,6.6196167300e+04
1619273100,6.5695214286e+04
1619273400,5.7366961290e+04
1619273700,5.4854935065e+04
1619274000,6.2388656371e+04
1619274300,6.8708382222e+04
1619274600,6.4025552000e+04
1619274900,6.3509569231e+04
1619275200,5.8401978571e+04
1619275500,6.0750582090e+04
1619275800,6.3670767241e+04
1619276100,5.9429418182e+04
1619276400,5.1848953020e+04
1619276700,1.5835914151e+05
1619277000,7.8846750000e+04
1619277300,6.4766834008e+04
1619277600,9.3761944700e+04
1619277900,5.3330347670e+04
1619278200,5.9826713115e+04
1619278500,1.1726044889e+05
1619278800,5.4344405797e+04
1619279100,5.2381523810e+04
1619279400,7.1769068966e+04
1619279700,6.2139465201e+04
1619280000,5.5581421245e+04
1619280300,5.9406278810e+04
1619280600,4.9310519231e+04
1619280900,5.3303423664e+04
1619281200,6.4816647773e+04
1619281500,6.3819669173e+04
1619281800,5.9158857678e+04
1619282100,5.9840917526e+04
1619282400,5.3453666667e+04
1619282700,5.9964878788e+04
1619283000,6.7569679167e+04
1619283300,6.7581496094e+04
1619283600,6.8327186235e+04
1619283900,6.0570420635e+04
1619284200,6.1071282609e+04
1619284500,5.8395517350e+04
1619284800,1.4777234177e+05
1619285100,1.3984523077e+05
1619285400,6.5597102941e+04
1619285700,5.3637242215e+04
1619286000,5.1211616949e+04
1619286300,5.4547256757e+04
1619286600,6.5391433071e+04
1619286900,5.8674754647e+04
1619287200,8.5037782609e+04
1619287500,1.0130696933e+05
1619287800,8.2087289855e+04
1619288100,9.6587265683e+04
1619288400,1.1055423810e+05
1619288700,6.1875448276e+04
1619289000,5.5383859779e+04
1619289300,5.4520567273e+04
1619289600,6.0582899225e+04
1619289900,6.5762671875e+04
1619290200,6.2189597122e+04
1619290500,5.8184120301e+04
1619290800,5.7826242811e+04
1619291100,5.7376671587e+04
1619291400,5.4165301115e+04
1619291700,4.9806463816e+04
1619292000,6.5621866995e+04
1619292300,6.2783862069e+04
1619292600,6.0222068111e+04
1619292900,5.1804263889e+04
1619293200,5.5612337255e+04
1619293500,6.8909648649e+04
1619293800,6.3101619608e+04
1619294100,5.0412682143e+04
1619294400,6.5685266423e+04
1619294700,9.7880450893e+04
1619295000,6.2414181070e+04
1619295300,8.3794137778e+04
1619295600,5.4996893536e+04
1619295900,5.6647135714e+04
1619296200,5.6565201439e+04
1619296500,7.6663750000e+04
1619296800,6.0581660377e+04
1619297100,5.2139274021e+04
1619297400,5.7950465909e+04
1619297700,6.5257070922e+04
1619298000,5.6412511111e+04
1619298300,7.5995371041e+04
1619298600,4.9893081911e+04
1619298900,5.8183833948e+04
1619299200,5.6221347518e+04
1619299500,6.8256188525e+04
1619299800,6.6786104167e+04
1619300100,6.8388481633e+04
1619300400,6.5702883621e+04
1619300700,5.3523167247e+04
1619301000,5.7139442553e+04
1619301300,8.1536153488e+04
1619301600,7.1371385185e+04
1619301900,8.8140233333e+04
1619302200,5.3707259259e+04
1619302500,5.3757313869e+04
1619302800,7.3458948718e+04
1619303100,8.5030607477e+04
1619303400,6.4425360902e+04
1619303700,4.9305833333e+04
1619304000,5.1932479730e+04
1619304300,5.4450075188e+04
1619304600,5.3072888112e+04
1619304900,6.7767027027e+04
1619305200,5.3590260563e+04
1619305500,8.1549800000e+04
1619305800,6.0563934641e+04
1619306100,7.7162532609e+04
1619306400,7.0882858726e+04
1619306700,1.1715390955e+05
1619307000,6.2113318182e+04
1619307300,6.0210926829e+04
1619307600,5.2308785714e+04
1619307900,5.2457043478e+04
1619308200,8.1076183333e+04
1619308500,6.2880166667e+04
1619308800,6.4665354331e+04
1619309100,6.7508878661e+04
1619309400,6.6111333333e+04
1619309700,5.6826330882e+04
1619310000,6.3409916031e+04
1619310300,5.3860495935e+04
1619310600,7.4060211765e+04
1619310900,4.9417035461e+04
1619311200,6.5649811024e+04
1619311500,6.4194546154e+04
1619311800,5.9720405172e+04
1619312100,5.7035023438e+04
1619312400,5.9951891473e+04
1619312700,6.3925976378e+04
1619313000,9.0395816393e+04
1619313300,8.9635876777e+04
1619313600,5.5447849421e+04
1619313900,5.6722428571e+04
1619314200,7.2750698113e+04
1619314500,7.8077072727e+04
1619314800,5.2501457317e+04
1619315100,5.6824552000e+04
1619315400,6.1373386792e+04
1619315700,7.5675200000e+04
1619316000,5.2946881657e+04
1619316300,3.4356027551e+05
1619316600,5.9777701493e+04
1619316900,6.8491074689e+04
1619317200,1.1228447525e+05
1619317500,1.0762710453e+05
1619317800,6.6489512397e+04
1619318100,8.9596641667e+04
1619318400,6.4396151515e+04
1619318700,5.5005392982e+04
1619319000,5.7691139098e+04
1619319300,6.6514520147e+04
1619319600,6.5731215094e+04
1619319900,9.8110987854e+04
1619320200,6.0326296167e+04
1619320500,6.7147978723e+04
1619320800,9.3268488722e+04
1619321100,8.2527950355e+04
1619321400,6.5745800000e+04
1619321700,6.9392259740e+04
1619322000,6.3016215139e+04
1619322300,6.7725553846e+04
1619322600,7.0313793103e+04
1619322900,6.4409825397e+04
1619323200,5.4233015038e+04
1619323500,5.7897215686e+04
1619323800,5.6939633540e+04
1619324100,6.1325246269e+04
1619324400,5.9672633094e+04
1619324700,5.7015157509e+04
1619325000,8.6331578947e+04
1619325300,9.9460857143e+04
1619325600,5.1046261745e+04
1619325900,5.5620053640e+04
1619326200,5.5781256318e+04
1619326500,7.2954401460e+04
1619326800,5.3872826389e+04
1619327100,5.6887397163e+04
1619327400,6.0907542373e+04
1619327700,7.0592810811e+04
1619328000,6.1352611321e+04
1619328300,7.4403806452e+04
1619328600,6.3633367521e+04
1619328900,5.5883350000e+04
1619329200,5.4351931408e+04
1619329500,6.2895141343e+04
1619329800,5.9104812030e+04
1619330100,6.4620808824e+04
1619330400,7.1536414286e+04
1619330700,6.7173207143e+04
1619331000,6.6796333333e+04
1619331300,6.0628878136e+04
1619331600,6.0678025641e+04
1619331900,6.2884405063e+04
1619332200,5.7568940711e+04
1619332500,6.4625132812e+04
1619332800,6.4046236842e+04
1619333100,6.0666927419e+04
1619333400,6.0554555556e+04
1619333700,5.9238077465e+04
1619334000,6.1553459459e+04
1619334300,6.0663602941e+04
1619334600,6.0023545852e+04
1619334900,5.7862407547e+04
1619335200,6.0372462687e+04
1619335500,6.1570509960e+04
1619335800,6.4627230769e+04
1619336100,5.4064760479e+04
1619336400,5.5280876325e+04
1619336700,5.6009368056e+04
1619337000,6.2767929515e+04
1619337300,6.3430514644e+04
1619337600,5.9144057034e+04
1619337900,5.9786284672e+04
1619338200,6.0940578755e+04
1619338500,6.6426174107e+04
1619338800,6.6583738971e+04
1619339100,5.7990856643e+04
1619339400,7.2737017167e+04
1619339700,5.8311190141e+04
1619340000,5.6843619403e+04
1619340300,6.0889073770e+04
1619340600,5.7162467153e+04
1619340900,6.0081610561e+04
1619341200,5.7986279863e+04
1619341500,6.7618119658e+04
1619341800,5.9491384342e+04
1619342100,7.0975804270e+04
1619342400,5.8492293680e+04
1619342700,7.3182959514e+04
1619343000,6.2342012766e+04
1619343300,5.9143763636e+04
1619343600,6.9462425000e+04
1619343900,6.7961784615e+04
1619344200,6.9650872340e+04
1619344500,8.4446857143e+04
1619344800,1.1109799588e+05
1619345100,6.7064595506e+04
1619345400,6.2728564516e+04
1619345700,7.4450436782e+04
1619346000,7.2438273256e+04
1619346300,6.6234659091e+04
1619346600,6.3173856089e+04
1619346900,7.3190127572e+04
1619347200,5.9062585938e+04
1619347500,7.8654089431e+04
1619347800,6.5025828125e+04
1619348100,5.7687820513e+04
1619348400,6.6743098485e+04
1619348700,8.2101416667e+04
1619349000,6.6637539924e+04
1619349300,6.3502558233e+04
1619349600,6.1349976190e+04
1619349900,8.9036654028e+04
1619350200,7.1670349345e+04
1619350500,5.9641892966e+04
1619350800,5.6084635179e+04
1619351100,5.9919350000e+04
1619351400,7.8187008299e+04
1619351700,6.8684163043e+04
1619352000,7.0931410788e+04
1619352300,7.0343623188e+04
1619352600,6.9725970711e+04
1619352900,6.6730829181e+04
1619353200,6.4448725191e+04
1619353500,7.7393330935e+04
1619353800,7.3113824000e+04
1619354100,6.2877078498e+04
1619354400,5.5254685430e+04
1619354700,6.7961421941e+04
1619355000,5.7266068750e+04
1619355300,6.7298686131e+04
1619355600,6.8210873016e+04
1619355900,7.1773487365e+04
1619356200,7.5593850622e+04
1619356500,7.7531467626e+04
1619356800,6.6929473896e+04
1619357100,7.8156551220e+04
1619357400,6.0038569395e+04
1619357700,8.1876711462e+04
1619358000,7.4655629032e+04
1619358300,7.3818861538e+04
1619358600,6.5095178862e+04
1619358900,7.4232977273e+04
1619359200,8.0712383333e+04
1619359500,7.2793831858e+04
1619359800,6.6444630769e+04
1619360100,7.6000086022e+04
1619360400,7.4080711538e+04
1619360700,6.4398735632e+04
1619361000,6.5485863248e+04
1619361300,7.2324518519e+04
1619361600,6.1036085246e+04
1619361900,6.9445238095e+04
1619362200,6.3146515021e+04
1619362500,6.7374637584e+04
1619362800,6.1664701493e+04
1619363100,6.7858358108e+04
1619363400,6.7291707317e+04
1619363700,6.8130463878e+04
1619364000,8.2940400000e+04
1619364300,6.4186091503e+04
1619364600,6.6915873469e+04
1619364900,7.6212091483e+04
1619365200,7.4841473282e+04
1619365500,7.1968704698e+04
1619365800,5.7340832765e+04
1619366100,7.5962381890e+04
1619366400,6.1616967427e+04
1619366700,6.7549086207e+04
1619367000,7.2869734513e+04
1619367300,6.5616839695e+04
1619367600,7.4360942029e+04
1619367900,6.8589190476e+04
1619368200,8.1081352941e+04
1619368500,7.1273370370e+04
1619368800,5.5305132616e+04
1619369100,7.2003848797e+04
1619369400,7.3303448529e+04
1619369700,6.0470672673e+04
1619370000,6.3011925466e+04
1619370300,6.6816628571e+04
1619370600,5.9729293706e+04
1619370900,6.1163028369e+04
1619371200,6.6217557377e+04
1619371500,6.3253236948e+04
1619371800,6.6595168627e+04
1619372100,9.3540779661e+04
1619372400,7.5265504202e+04
1619372700,5.7913415663e+04
1619373000,7.6609596774e+04
1619373300,6.7988941176e+04
1619373600,6.3152118959e+04
1619373900,6.9917802768e+04
1619374200,8.6872393728e+04
1619374500,1.0168692994e+05
1619374800,7.1041377778e+04
1619375100,7.5325670000e+04
1619375400,6.7855045802e+04
1619375700,6.9955841727e+04
1619376000,7.7695615385e+04
1619376300,7.2779129310e+04
1619376600,6.3571311111e+04
1619376900,6.7367937743e+04
1619377200,7.8023875486e+04
1619377500,6.4970826087e+04
1619377800,5.8549416058e+04
1619378100,5.6347296552e+04
1619378400,8.3405913793e+04
1619378700,6.8955948905e+04
1619379000,7.3270796875e+04
1619379300,7.1879526531e+04
1619379600,6.9421644599e+04
1619379900,6.6196457746e+04
1619380200,7.5135187215e+04
1619380500,6.2594018576e+04
1619380800,6.3010839357e+04
1619381100,1.0662659420e+05
1619381400,6.4576437500e+04
1619381700,7.0314313043e+04
1619382000,5.9950510791e+04
1619382300,7.5975629091e+04
1619382600,6.7095494424e+04
1619382900,6.2996363057e+04
1619383200,9.8255966387e+04
1619383500,5.1949595506e+04
1619383800,5.5386096953e+04
1619384100,4.3103009975e+04
1619384400,4.1917410256e+04
1619384700,4.9489100719e+04
1619385000,4.6185456140e+04
1619385300,4.7491909589e+04
1619385600,5.0658911765e+04
1619385900,4.5205516746e+04
1619386200,4.8422510638e+04
1619386500,4.8413155673e+04
1619386800,5.1925886889e+04
1619387100,5.2609721925e+04
1619387400,4.5250805825e+04
1619387700,4.9877626263e+04
1619388000,4.7158411765e+04
1619388300,6.2178583333e+04
1619388600,4.0102250000e+04
1619388900,5.6243875000e+04
1619389200,6.2823900000e+04
1619389500,6.9730300000e+04
1619389800,2.7274094340e+04
1619390100,9.3716400000e+04
1619390400,4.2911958333e+04
1619390700,6.7728035714e+04
1619391000,5.7049483871e+04
1619391300,5.2301250000e+04
