timestamp,cnt
1619255100,6.1611373333e-02
1619255400,2.6431716667e-02
1619255700,3.9260970000e-02
1619256000,1.6494846667e-02
1619256300,5.5437100000e-02
1619256600,9.9009900000e-03
1619256900,3.8961040000e-02
1619257200,1.0395010000e-02
1619257500,1.3333333333e-01
1619257800,1.1520736667e-02
1619258100,3.7815126667e-02
1619258400,1.3245033333e-02
1619258700,7.7586206667e-02
1619259000,2.1413266667e-03
1619259300,6.3876653333e-02
1619259600,1.3605443333e-02
1619259900,6.1269146667e-02
1619260200,3.2710280000e-02
1619260500,4.9107143333e-02
1619260800,1.7964073333e-02
1619261100,9.2500000000e-02
1619261400,9.0090100000e-03
1619261700,4.2643923333e-02
1619262000,1.4925373333e-02
1619262300,7.6923076667e-02
1619262600,8.4745766667e-03
1619262900,4.3383946667e-02
1619263200,3.6144576667e-02
1619263500,6.7146283333e-02
1619263800,4.2283300000e-03
1619264100,4.0767386667e-02
1619264400,1.8691590000e-02
1619264700,5.7815846667e-02
1619265000,2.7334853333e-02
1619265300,4.0598290000e-02
1619265600,1.4799153333e-02
1619265900,5.5555556667e-02
1619266200,2.9473683333e-02
1619266500,5.5555556667e-02
1619266800,4.2654030000e-02
1619267100,5.0239233333e-02
1619267400,3.6199096667e-02
1619267700,4.1666666667e-02
1619268000,2.4271843333e-02
1619268300,6.4425770000e-02
1619268600,3.0018763333e-02
1619268900,3.5643563333e-02
1619269200,1.8041236667e-02
1619269500,4.7930283333e-02
1619269800,1.9650656667e-02
1619270100,4.4680850000e-02
1619270400,3.1026253333e-02
1619270700,5.0955413333e-02
1619271000,3.1250000000e-02
1619271300,5.7636886667e-02
1619271600,1.4675053333e-02
1619271900,5.2980133333e-02
1619272200,1.7587940000e-02
1619272500,4.3010753333e-02
1619272800,3.1111110000e-02
1619273100,4.8936170000e-02
1619273400,1.2269940000e-02
1619273700,3.9832286667e-02
1619274000,3.9735100000e-02
1619274300,5.6650246667e-02
1619274600,1.4285713333e-02
1619274900,3.9443156667e-02
1619275200,1.5452540000e-02
1619275500,4.2986426667e-02
1619275800,3.0075186667e-02
1619276100,4.4009780000e-02
1619276400,3.8054966667e-02
1619276700,1.9192708333e+00
1619277000,2.7160493333e-02
1619277300,5.2154196667e-02
1619277600,1.5748030000e-02
1619277900,7.6419213333e-02
1619278200,2.3923443333e-02
1619278500,5.6555270000e-02
1619278800,1.1312216667e-02
1619279100,4.2553190000e-02
1619279400,2.9850746667e-02
1619279700,8.1497796667e-02
1619280000,1.5873016667e-02
1619280300,4.1474653333e-02
1619280600,2.6748970000e-02
1619280900,4.5248870000e-02
1619281200,1.1792453333e-02
1619281500,1.0132158667e-01
1619281800,3.9911306667e-02
1619282100,4.3573000000e-03
1619282400,1.9189766667e-02
1619282700,2.7295286667e-02
1619283000,2.6699030000e-02
1619283300,2.9545453333e-02
1619283600,7.1599033333e-03
1619283900,2.3809523333e-02
1619284200,3.1602710000e-02
1619284500,6.0975600000e-03
1619284800,7.3891633333e-03
1619285100,4.6403713333e-02
1619285400,2.2883296667e-02
1619285700,6.3025200000e-03
1619286000,2.5806450000e-02
1619286300,2.8925620000e-02
1619286600,2.8571430000e-02
1619286900,4.7311826667e-02
1619287200,9.3896700000e-03
1619287500,3.1007753333e-02
1619287800,3.7032085667e-01
1619288100,6.7948718000e-01
1619288400,6.0606066667e-03
1619288700,2.3965140000e-02
1619289000,2.7149320000e-02
1619289300,6.7264566667e-03
1619289600,7.4766356667e-02
1619289900,2.8169013333e-02
1619290200,2.4229073333e-02
1619290500,2.2988500000e-03
1619290800,8.2474233333e-03
1619291100,2.7272726667e-02
1619291400,2.5522043333e-02
1619291700,3.3402923333e-02
1619292000,1.6483516667e-02
1619292300,1.9438443333e-02
1619292600,3.0364373333e-02
1619292900,6.5789466667e-03
1619293200,7.1942433333e-03
1619293500,8.8888890000e-02
1619293800,2.3752970000e-02
1619294100,6.5359466667e-03
1619294400,1.5317286667e-02
1619294700,2.5188916667e-02
1619295000,2.4813896667e-02
1619295300,5.0761433333e-03
1619295600,9.4562633333e-03
1619295900,2.4886876667e-02
1619296200,2.2471910000e-02
1619296500,4.3573000000e-03
1619296800,1.3020833333e-02
1619297100,2.6373626667e-02
1619297400,3.0232556667e-02
1619297700,6.7264566667e-03
1619298000,1.7857143333e-02
1619298300,3.1413613333e-02
1619298600,2.7896996667e-02
1619298900,1.8018016667e-02
1619299200,4.4843033333e-03
1619299500,3.1784840000e-02
1619299800,5.0000000000e-02
1619300100,1.9271950000e-02
1619300400,5.0505066667e-03
1619300700,4.5161290000e-02
1619301000,2.7848100000e-02
1619301300,3.0927836667e-02
1619301600,6.6964300000e-03
1619301900,5.1344743333e-02
1619302200,2.4608500000e-02
1619302500,2.4663676667e-02
1619302800,7.5949366667e-03
1619303100,2.5773196667e-02
1619303400,2.5404156667e-02
1619303700,6.4377666667e-03
1619304000,6.5075933333e-03
1619304300,2.2727273333e-02
1619304600,2.9411763333e-02
1619304900,1.2919896667e-02
1619305200,6.4655166667e-03
1619305500,4.8000000000e-02
1619305800,3.3333333333e-02
1619306100,7.9575600000e-03
1619306400,2.3931623333e-02
1619306700,3.7333333333e-02
1619307000,3.7383176667e-02
1619307300,1.4150943333e-02
1619307600,2.8138526667e-02
1619307900,1.7660043333e-02
1619308200,3.4063260000e-02
1619308500,5.0000000000e-03
1619308800,9.5693766667e-03
1619309100,1.7241380000e-02
1619309400,3.6855036667e-02
1619309700,6.9124433333e-03
1619310000,2.9545453333e-02
1619310300,1.4851486667e-02
1619310600,4.0816326667e-02
1619310900,8.7145966667e-03
1619311200,1.4184396667e-02
1619311500,1.5486726667e-02
1619311800,3.5264483333e-02
1619312100,1.1764706667e-02
1619312400,2.3041466667e-03
1619312700,1.9277110000e-02
1619313000,7.9279280000e-02
1619313300,1.3392856667e-02
1619313600,3.4965033333e-02
1619313900,2.0454546667e-02
1619314200,4.9868766667e-02
1619314500,1.3215860000e-02
1619314800,4.0983600000e-03
1619315100,4.5146733333e-03
1619315400,7.3417720000e-02
1619315700,7.0093466667e-03
1619316000,3.9370066667e-03
1619316300,8.1081066667e-03
1619316600,2.3419203333e-02
1619316900,5.0377833333e-03
1619317200,7.7922066667e-03
1619317500,2.3809523333e-02
1619317800,1.0025063333e-02
1619318100,4.7961633333e-03
1619318400,6.9444433333e-03
1619318700,1.1037526667e-02
1619319000,7.0422533333e-03
1619319300,3.0905076667e-02
1619319600,9.2378766667e-03
1619319900,4.9140033333e-03
1619320200,1.1286683333e-02
1619320500,9.8280100000e-03
1619320800,2.3255800000e-03
1619321100,3.8548753333e-02
1619321400,4.7281333333e-03
1619321700,7.4812966667e-03
1619322000,1.8823530000e-02
1619322300,9.1533166667e-03
1619322600,6.6815133333e-03
1619322900,3.1553396667e-02
1619323200,9.0293466667e-03
1619323500,4.3103433333e-03
1619323800,4.0160643333e-02
1619324100,8.9686100000e-03
1619324400,1.3303770000e-02
1619324700,2.0737326667e-02
1619325000,8.8495566667e-03
1619325300,4.4742733333e-03
1619325600,2.9723990000e-02
1619325900,6.9124433333e-03
1619326200,6.7114100000e-03
1619326500,9.0909100000e-03
1619326800,4.3668133333e-03
1619327100,6.8649900000e-03
1619327400,3.0000000000e-02
1619327700,5.0125300000e-03
1619328000,9.4117633333e-03
1619328300,1.3157893333e-02
1619328600,1.5075376667e-02
1619328900,1.5452540000e-02
1619329200,8.7719300000e-03
1619329500,6.5789466667e-03
1619329800,7.0422533333e-03
1619330100,4.5558100000e-03
1619330400,3.7694013333e-02
1619330700,1.3043476667e-02
1619331000,2.3255800000e-03
1619331300,2.7088036667e-02
1619331600,9.1533166667e-03
1619331900,5.0890600000e-03
1619332200,3.5377360000e-02
1619332500,9.3023266667e-03
1619332800,5.1150900000e-03
1619333100,3.3412886667e-02
1619333400,7.6530600000e-03
1619333700,1.0940920000e-02
1619334000,1.7353580000e-02
1619334300,9.0909100000e-03
1619334600,2.5575433333e-03
1619334900,8.8888900000e-03
1619335200,1.1655010000e-02
1619335500,7.3349633333e-03
1619335800,5.0761433333e-03
1619336100,4.0940766567e+00
1619336400,2.2421533333e-03
1619336700,8.6956533333e-03
1619337000,1.0025063333e-02
1619337300,9.9502500000e-03
1619337600,7.0754733333e-03
1619337900,1.1261260000e-02
1619338200,1.1337870000e-02
1619338500,3.1331593333e-02
1619338800,4.4742733333e-03
1619339100,6.6371666667e-03
1619339400,5.1219513333e-02
1619339700,8.5287833333e-03
1619340000,6.8337133333e-03
1619340300,7.5829383333e-02
1619340600,1.1160713333e-02
1619340900,4.2462833333e-03
1619341200,4.4052866667e-03
1619341500,7.3891633333e-03
1619341800,1.1363636667e-02
1619342100,4.4247800000e-03
1619342400,2.2883296667e-02
1619342700,4.9627800000e-03
1619343000,1.0050250000e-02
1619343300,2.4122806667e-02
1619343600,1.2631580000e-02
1619343900,2.3041466667e-03
1619344200,1.0917030000e-02
1619344500,3.1180400000e-02
1619344800,6.9553450667e-01
1619345100,1.0395010000e-02
1619345400,8.5470100000e-03
1619345700,1.6166283333e-02
1619346000,2.0952380000e-02
1619346300,1.3856813333e-02
1619346600,1.1494253333e-02
1619346900,4.7505933333e-03
1619347200,1.4319810000e-02
1619347500,9.6153833333e-03
1619347800,1.1764706667e-02
1619348100,6.1728400000e-03
1619348400,2.3310033333e-03
1619348700,7.8740166667e-03
1619349000,7.0422533333e-03
1619349300,9.5923266667e-03
1619349600,4.2253520000e-02
1619349900,2.6881733333e-03
1619350200,7.3529400000e-03
1619350500,6.0362166667e-03
1619350800,6.3559333333e-03
1619351100,6.5934066667e-03
1619351400,2.2167486667e-02
1619351700,2.4608500000e-02
1619352000,4.8661800000e-03
1619352300,1.1467890000e-02
1619352600,7.4626866667e-03
1619352900,6.6666666667e-03
1619353200,2.3255813333e-02
1619353500,9.1116166667e-03
1619353800,1.1876483333e-02
1619354100,4.1928733333e-03
1619354400,6.4935066667e-03
1619354700,4.7846900000e-03
1619355000,1.9685040000e-02
1619355300,4.4247800000e-03
1619355600,4.7732700000e-03
1619355900,1.1135856667e-02
1619356200,1.2019230000e-02
1619356500,6.8181833333e-03
1619356800,7.1770333333e-03
1619357100,3.1830240000e-02
1619357400,2.2675733333e-03
1619357700,4.8309166667e-03
1619358000,6.6666666667e-02
1619358300,4.5146733333e-03
1619358600,9.7323600000e-03
1619358900,2.2573363333e-02
1619359200,1.7587940000e-02
1619359500,1.2531326667e-02
1619359800,1.2019230000e-02
1619360100,6.7567566667e-03
1619360400,7.8947366667e-03
1619360700,3.0516433333e-02
1619361000,9.9750633333e-03
1619361300,2.0833333333e-02
1619361600,4.1493776667e-02
1619361900,4.7393366667e-03
1619362200,7.5000000000e-03
1619362500,2.0964360000e-02
1619362800,7.0093466667e-03
1619363100,2.1321966667e-03
1619363400,3.1784840000e-02
1619363700,8.7912100000e-03
1619364000,1.1976046667e-02
1619364300,8.4745766667e-03
1619364600,7.3170733333e-03
1619364900,2.0120733333e-03
1619365200,6.4665126667e-02
1619365500,1.2793176667e-02
1619365800,8.5287833333e-03
1619366100,2.3640666667e-03
1619366400,4.2283300000e-03
1619366700,9.7323600000e-03
1619367000,1.0389610000e-02
1619367300,3.0660376667e-02
1619367600,2.6666666667e-02
1619367900,9.4562633333e-03
1619368200,4.9504966667e-03
1619368500,4.5871566667e-03
1619368800,6.5789466667e-03
1619369100,8.7145966667e-03
1619369400,2.2935766667e-03
1619369700,7.6628366667e-03
1619370000,1.0373443333e-02
1619370300,7.1770333333e-03
1619370600,4.4543433333e-03
1619370900,2.4608500000e-02
1619371200,7.3891633333e-03
1619371500,9.8039200000e-03
1619371800,7.1599033333e-03
1619372100,1.0050250000e-02
1619372400,4.9019600000e-03
1619372700,2.9013540000e-02
1619373000,9.5693766667e-03
1619373300,7.1090033333e-03
1619373600,8.9285700000e-03
1619373900,1.0822510000e-02
1619374200,4.5195195333e-01
1619374500,3.1875000000e-01
1619374800,4.6511633333e-03
1619375100,8.3102500000e-03
1619375400,9.4339633333e-03
1619375700,2.2624433333e-03
1619376000,1.5909090000e-02
1619376300,2.3866350000e-02
1619376600,4.6189366667e-03
1619376900,4.6620033333e-03
1619377200,9.6153833333e-03
1619377500,1.1389520000e-02
1619377800,9.0090100000e-03
1619378100,4.2735033333e-03
1619378400,5.0632900000e-03
1619378700,4.5351466667e-03
1619379000,1.3953490000e-02
1619379300,3.4063260000e-02
1619379600,6.6815133333e-03
1619379900,1.5118790000e-02
1619380200,7.7519366667e-03
1619380500,7.9051400000e-03
1619380800,6.9930066667e-03
1619381100,5.3191500000e-03
1619381400,1.4218010000e-02
1619381700,5.0761433333e-03
1619382000,2.6030370000e-02
1619382300,6.8965533333e-03
1619382600,4.5977000000e-03
1619382900,6.1855666667e-03
1619383200,9.4786733333e-03
1619383500,1.2280703333e-02
1619383800,1.2522360000e-02
1619384100,3.3726800000e-03
1619384400,1.7035766667e-03
1619384700,9.6000000000e-03
1619385000,6.1162066667e-03
1619385300,7.1428566667e-03
1619385600,1.6638936667e-02
1619385900,6.6006600000e-03
1619386200,1.7825300000e-03
1619386500,2.0583190000e-02
1619386800,8.4033600000e-03
1619387100,2.4054983333e-02
1619387400,8.1168833333e-03
1619387700,1.3490726667e-02
1619388000,5.3475933333e-03
1619388300,2.0661156667e-02
1619388600,8.5106366667e-03
1619388900,1.3824883333e-02
1619389200,5.2631580000e-02
1619389500,1.9047620000e-02
1619389800,1.6528926667e-02
1619390100,2.4640656667e-02
1619390400,2.4719100000e-02
1619390700,2.4523160000e-02
1619391000,3.8216560000e-02
1619391300,9.2165900000e-03
1619391600,1.7937220000e-02
1619391900,2.0000000000e-02
1619392200,1.7543860000e-02
1619392500,1.9047620000e-02
1619392800,5.7591623333e-02
1619393100,9.6153833333e-03
1619393400,1.4218010000e-02
1619393700,1.3513513333e-02
1619394000,5.9071730000e-02
1619394300,4.8780500000e-03
1619394600,2.0202020000e-02
1619394900,5.7777776667e-02
1619395200,1.9323670000e-02
1619395500,1.4354066667e-02
1619395800,4.5045033333e-03
1619396100,2.8301886667e-02
1619396400,2.8037383333e-02
1619396700,1.0502283000e-01
1619397000,5.0691243333e-02
1619397300,4.2016806667e-02
1619397600,1.2820513333e-02
1619397900,1.4285713333e-02
1619398200,2.4390243333e-02
1619398500,5.7522123333e-02
1619398800,9.2592600000e-03
1619399100,7.2463766667e-02
1619399400,1.2396693333e-02
1619399700,1.3636363333e-02
1619400000,1.9900496667e-02
1619400300,5.2631580000e-02
1619400600,1.8518520000e-02
1619400900,9.5238100000e-03
1619401200,8.0882353333e-02
1619401500,3.4782610000e-02
1619401800,2.2935780000e-02
1619402100,2.2026433333e-02
1619402400,8.9686100000e-03
1619402700,1.9900496667e-02
