timestamp,cnt
1619255100,1.2878551622e+04
1619255400,1.1896039578e+04
1619255700,1.5789211429e+04
1619256000,1.0402000000e+04
1619256300,1.2430448454e+04
1619256600,1.6190353659e+04
1619256900,1.3631574413e+04
1619257200,1.2416716456e+04
1619257500,2.1599144654e+04
1619257800,1.1332960894e+04
1619258100,1.1488594872e+04
1619258400,1.7252085791e+04
1619258700,3.2224324324e+04
1619259000,1.4221277487e+04
1619259300,1.3632027027e+04
1619259600,2.1773085873e+04
1619259900,1.8606282667e+04
1619260200,1.5701457143e+04
1619260500,1.9180050562e+04
1619260800,1.2490193237e+04
1619261100,2.1340117647e+04
1619261400,1.3067076087e+04
1619261700,1.8220000000e+04
1619262000,1.9035123077e+04
1619262300,2.0052349810e+04
1619262600,1.6059544304e+04
1619262900,1.4109794595e+04
1619263200,1.2832014837e+04
1619263500,1.5997477612e+04
1619263800,1.4897342711e+04
1619264100,1.7805426036e+04
1619264400,1.3650478510e+04
1619264700,1.4056388298e+04
1619265000,1.2252713483e+04
1619265300,1.4475387597e+04
1619265600,1.2608773300e+04
1619265900,1.1599022989e+04
1619266200,1.2962005076e+04
1619266500,1.7003018634e+04
1619266800,1.2360774194e+04
1619267100,1.6149753666e+04
1619267400,1.5405367232e+04
1619267700,1.8964730659e+04
1619268000,1.6143868263e+04
1619268300,2.0695683274e+04
1619268600,2.0717314815e+04
1619268900,1.3665901679e+04
1619269200,2.1744363934e+04
1619269500,1.3565849462e+04
1619269800,1.3073698413e+04
1619270100,1.1921735751e+04
1619270400,1.3488674556e+04
1619270700,1.2998670103e+04
1619271000,1.5334888889e+04
1619271300,2.8775135338e+04
1619271600,1.3860044776e+04
1619271900,1.4801813830e+04
1619272200,1.5873668750e+04
1619272500,1.4447721485e+04
1619272800,1.8261882834e+04
1619273100,9.7821435897e+03
1619273400,1.2125039216e+04
1619273700,1.2546447236e+04
1619274000,1.6406397183e+04
1619274300,1.7628371429e+04
1619274600,1.4042847059e+04
1619274900,1.5724245810e+04
